Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
19,137.769,138.587,-0.06868588,-0.1192965,6.59437,6.5854,31.11,31.13,Sess03_script01_F008,angry,1.6,3.6,angry,1,3,fear,2,4,angry,2,4,fear,1,5,fear,1,5,angry,1,1,neutral,2,3,angry,2,5,angry,2,3,fear,2,3
20,138.587,154.654,-0.1192965,-0.1771373,6.5854,6.534839,31.13,31.09,Sess03_script01_M012,neutral;fear,1.9,3.2,neutral,3,3,fear,2,3,neutral,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,fear,2,4,neutral,3,3,neutral,2,3
21,154.654,164.527,-0.1771373,0.05784074,6.534839,6.693734,31.09,31.09,Sess03_script01_F009,fear,1.8,3.3,angry,3,3,neutral,2,4,angry,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,fear,2,4,neutral,2,3,fear,2,3
22,164.527,168.415,0.05784074,-0.07230093,6.693734,6.756523,31.09,31.09,Sess03_script01_M013,angry,1.5,3.8,angry,2,4,angry,2,4,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,3,angry,1,5,angry,2,4,angry,1,4
23,168.415,178.439,-0.07230093,-0.07953102,6.756523,6.946171,31.09,31.07,Sess03_script01_M014,fear,1.7,3.3,fear,2,3,fear,2,4,angry,2,3,fear,1,4,fear,1,5,fear,1,1,angry,2,3,angry,1,4,angry,3,3,fear,2,3
24,178.439,180.32,-0.07953102,-0.05061065,6.946171,6.965392,31.07,31.07,Sess03_script01_F010,fear,1.7,3.1,sad,2,2,fear,2,4,angry,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,angry,1,4,angry,3,3,fear,2,2
25,180.32,188.776,-0.05061065,-0.06868588,6.965392,7.070467,31.07,31.09,Sess03_script01_M015,angry;fear,1.6,3.3,fear,2,2,angry,2,4,angry,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,4,angry,1,4,angry,2,3,neutral,2,3
26,188.776,193.017,-0.06868588,0.0469956,7.070467,7.070467,31.09,31.09,Sess03_script01_F011,neutral;fear,1.8,3.3,neutral,3,3,angry,2,4,angry,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,fear,1,4,neutral,3,3,neutral,2,3
27,193.017,204.401,0.0469956,0.01807523,7.070467,7.157603,31.09,31.07,Sess03_script01_F012,neutral,1.8,3.3,fear,3,3,neutral,2,4,neutral,2,3,angry,1,4,fear,1,5,fear,1,1,neutral,2,3,fear,1,4,neutral,3,3,neutral,2,3
28,204.401,208.83,0.01807523,-0.1084514,7.157603,7.337,31.07,31.07,Sess03_script01_M016,angry,1.5,4,angry,2,4,angry,1,5,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,3,4,angry,1,4
29,208.83,222.178,-0.1084514,-0.3578896,7.337,7.252428,31.07,31.07,Sess03_script01_F013,angry,1.6,3.7,neutral,2,3,angry,2,4,angry,2,4,surprise,1,5,fear,1,5,angry,1,1,neutral,2,4,angry,1,5,neutral,3,3,fear,1,3
30,222.178,226.53,-0.3578896,-0.06145579,7.252428,7.320342,31.07,31.05,Sess03_script01_M017,angry,1.4,4.1,angry,2,4,angry,1,5,angry,2,4,surprise,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,4,angry,1,4
31,226.53,228.683,-0.06145579,-0.159062,7.320342,7.473977,31.05,31.09,Sess03_script01_F014,angry,1.7,3.6,angry,2,3,angry,2,4,angry,2,3,angry,1,5,fear,1,5,angry,1,1,angry,2,4,angry,1,5,angry,3,3,angry,2,3
32,228.683,234.529,-0.159062,0.06507084,7.473977,7.406062,31.09,31.05,Sess03_script01_M018,angry,1.7,3.5,angry,3,3,angry,2,3,angry,2,3,angry,1,5,angry,1,5,angry,1,1,neutral,2,4,angry,1,5,angry,3,3,angry,1,3
33,234.529,238.8,0.06507084,-0.01084514,7.406062,7.36762,31.05,31.05,Sess03_script01_M019,angry,1.4,3.7,disgust,2,3,angry,1,4,angry,2,3,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,4,angry,1,3
34,238.8,241.822,-0.01084514,-0.09399121,7.36762,7.377871,31.05,31.05,Sess03_script01_F015,angry,1.7,3.6,neutral,3,3,angry,2,4,angry,2,3,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,3,angry,2,3
35,241.822,244.654,-0.09399121,-0.01807523,7.377871,7.38556,31.05,31.05,Sess03_script01_M020,angry,1.4,4,angry,1,4,angry,2,4,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,4,angry,1,4
36,244.654,256.607,-0.01807523,0.2964338,7.38556,7.445786,31.05,31.03,Sess03_script01_M021,angry,1.3,4.5,angry,1,4,angry,1,5,angry,2,5,angry,1,5,angry,1,5,angry,1,1,angry,2,5,angry,1,5,angry,2,5,angry,1,5
37,256.607,258.319,0.2964338,-0.08314607,7.445786,7.603399,31.03,31.03,Sess03_script01_F016,angry,1.6,3.6,angry,1,3,angry,2,4,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,3,4,angry,1,5,angry,2,3,angry,2,3
38,258.319,278.475,-0.08314607,-0.3181241,7.603399,7.447067,31.03,31.03,Sess03_script01_M022,angry,1.4,3.8,angry,2,3,angry,1,4,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,5,angry,1,3
39,278.475,280.949,-0.3181241,0.02530533,7.447067,7.448349,31.03,31.03,Sess03_script01_M023,angry,1.5,3.7,angry,2,3,angry,2,4,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,2,3,angry,1,4
40,280.949,292.175,0.02530533,-0.5205667,7.448349,7.494479,31.03,31.01,Sess03_script01_M024,angry,1.5,3.4,angry,1,3,angry,2,3,angry,2,3,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,3,3,surprise,1,3
41,292.175,297.856,-0.5205667,-0.1192965,7.494479,7.480384,31.01,31.03,Sess03_script01_F017,angry,1.7,3.5,disgust,2,3,angry,2,4,angry,2,3,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,5,angry,3,3,angry,2,3
42,297.856,304.157,-0.1192965,-0.07591598,7.480384,7.456037,31.03,31.03,Sess03_script01_M025,neutral;angry,1.7,3.3,neutral,3,3,angry,1,3,angry,2,4,angry,1,4,fear,1,4,angry,1,1,neutral,2,3,fear,1,5,neutral,3,3,neutral,2,3
43,304.157,315.135,-0.07591598,-0.2169028,7.456037,7.411188,31.03,31.03,Sess03_script01_M026,angry,1.7,3.7,neutral,4,3,angry,1,4,angry,2,4,fear,1,4,fear,1,5,angry,1,1,angry,2,3,fear,1,5,angry,2,4,fear,2,4
44,315.135,321.856,-0.2169028,-0.3506595,7.411188,7.459881,31.03,31.05,Sess03_script01_M027,neutral,2,3.3,neutral,4,3,angry,3,3,neutral,2,3,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,fear,1,5,neutral,3,3,neutral,2,3
45,321.856,331.821,-0.3506595,-0.1301417,7.459881,7.443223,31.05,31.03,Sess03_script01_F018,neutral;surprise,1.8,3.4,surprise,3,2,surprise,2,4,neutral,2,3,surprise,1,5,fear,1,5,surprise,1,1,neutral,2,3,fear,1,4,neutral,3,4,neutral,2,3
46,331.821,334.849,-0.1301417,-0.1988275,7.443223,7.435534,31.03,31.03,Sess03_script01_M028,surprise,1.9,3.3,surprise,3,3,surprise,3,4,surprise,2,3,surprise,1,5,fear,1,4,surprise,1,1,surprise,2,3,fear,1,4,surprise,3,4,surprise,2,2
47,334.849,342.604,-0.1988275,-0.2494382,7.435534,7.416313,31.03,31.03,Sess03_script01_F019,surprise,1.8,3.4,surprise,3,2,surprise,2,4,surprise,2,4,surprise,1,5,fear,1,4,surprise,1,1,surprise,2,3,fear,1,4,surprise,3,4,fear,2,3
48,342.604,348.366,-0.2494382,-0.3145091,7.416313,7.38556,31.03,31.05,Sess03_script01_M029,surprise,1.5,3.8,surprise,3,4,fear,1,5,surprise,2,4,fear,1,5,fear,1,4,surprise,1,1,fear,2,4,surprise,1,4,surprise,2,4,surprise,1,3
49,348.366,352.006,-0.3145091,2.32809,7.38556,7.381715,31.05,31.05,Sess03_script01_F020,fear;surprise,1.5,3.8,surprise,2,4,fear,1,4,surprise,2,4,fear,1,5,fear,1,4,surprise,1,1,fear,2,4,surprise,1,5,surprise,3,4,fear,1,3
50,352.006,359.424,2.32809,-0.06868588,7.381715,7.35865,31.05,31.09,Sess03_script01_M030,fear,1.4,3.9,fear,1,4,fear,1,4,surprise,2,4,fear,1,5,fear,1,5,fear,1,1,angry,2,4,surprise,1,5,angry,3,4,fear,1,3
51,359.424,360.946,-0.06868588,-0.1301417,7.35865,7.35865,31.09,31.07,Sess03_script01_F021,fear,1.4,3.6,fear,1,4,fear,1,4,surprise,2,3,fear,1,5,fear,1,5,fear,1,1,angry,2,4,fear,1,5,angry,2,3,fear,2,2
52,360.946,362.827,-0.1301417,0.1301417,7.35865,7.347117,31.07,31.09,Sess03_script01_M031,angry;fear,1.6,3.7,neutral,1,4,angry,2,5,angry,2,4,fear,1,4,fear,1,4,fear,1,1,angry,2,5,fear,1,5,angry,3,3,neutral,2,2
53,362.827,366.299,0.1301417,-0.1482169,7.347117,7.382997,31.09,31.07,Sess03_script01_F022,angry;fear,1.6,3.7,neutral,1,5,angry,2,4,angry,2,4,fear,1,4,fear,1,4,fear,1,1,angry,2,4,fear,1,5,angry,3,3,neutral,2,3
54,366.299,369.45,-0.1482169,-0.04338056,7.382997,7.347117,31.07,31.11,Sess03_script01_M032,angry,1.8,3.5,neutral,1,3,angry,3,4,angry,3,4,fear,1,4,fear,1,4,fear,1,1,angry,2,4,angry,1,5,neutral,3,3,neutral,2,3
55,5.194,8.741,0.007230093,-0.1952125,4.831582,4.894371,31.17,31.17,Sess03_script02_F001,neutral,3,2.9,neutral,3,3,sad,3,2,neutral,3,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3
56,8.741,14.81,-0.1952125,-0.08314607,4.894371,4.928968,31.17,31.17,Sess03_script02_M001,neutral,3.8,3,happy,4,2,happy,3,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,4,3
57,14.81,20.62,-0.08314607,0.2711285,4.928968,4.863617,31.17,31.19,Sess03_script02_F002,surprise,3.2,3.1,surprise,3,3,surprise,3,3,neutral,3,3,surprise,3,3,happy,4,4,neutral,4,3,surprise,3,3,neutral,3,3,surprise,3,3,neutral,3,3
58,20.62,25.203,0.2711285,-0.08314607,4.863617,4.94819,31.19,31.21,Sess03_script02_M002,surprise,3,3.2,surprise,3,3,surprise,2,3,surprise,3,4,surprise,3,3,happy,4,4,surprise,3,3,surprise,3,3,neutral,2,3,surprise,3,3,surprise,4,3
59,25.203,26.356,-0.08314607,-0.02169028,4.94819,4.937938,31.21,31.21,Sess03_script02_F003,neutral,2.9,3.1,neutral,3,3,surprise,2,3,surprise,3,3,neutral,3,3,happy,4,4,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
60,26.356,34.145,-0.02169028,0.01084514,4.937938,5.017386,31.21,31.23,Sess03_script02_M003,neutral,3,3.2,neutral,2,3,neutral,3,3,surprise,3,4,neutral,3,3,happy,4,4,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3
61,34.145,36.783,0.01084514,-0.05784074,5.017386,5.037888,31.23,31.21,Sess03_script02_F004,neutral,3.1,3.1,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
62,36.783,43.115,-0.05784074,1.471324,5.037888,5.069923,31.21,31.25,Sess03_script02_M004,neutral,3.5,3.1,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3
63,43.115,50.291,1.471324,1.449634,5.069923,5.346708,31.25,31.27,Sess03_script02_F005,neutral,3.2,3.1,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
64,50.291,52.054,1.449634,-0.2964338,5.346708,5.380577,31.27,31.27,Sess03_script02_M005,neutral,3,3.1,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
65,52.054,54.744,-0.2964338,0.05784074,5.380577,5.228089,31.27,31.27,Sess03_script02_F006,neutral,3,3.1,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
66,54.744,62.395,0.05784074,-0.09760625,5.228089,4.747009,31.27,31.13,Sess03_script02_M006,neutral,3.6,3.2,surprise,4,4,surprise,4,4,surprise,3,3,surprise,3,3,happy,5,4,neutral,3,2,neutral,4,3,neutral,2,3,neutral,4,3,neutral,4,3
67,62.395,65.86,-0.09760625,0.07591598,4.747009,4.708566,31.13,31.09,Sess03_script02_M007,neutral,3.9,3.1,neutral,4,3,happy,4,3,neutral,3,3,neutral,4,3,happy,5,4,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3
68,65.86,66.999,0.07591598,0.03253542,4.708566,4.197661,31.09,31.07,Sess03_script02_F007,neutral,3.4,3.1,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3
69,66.999,69.48,0.03253542,-0.2169028,4.197661,4.396279,31.07,31.07,Sess03_script02_M008,neutral,3.9,3.3,surprise,5,3,surprise,3,4,neutral,3,3,neutral,3,3,happy,5,4,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,4
70,69.48,75.961,-0.2169028,0.05061065,4.396279,4.320676,31.07,31.01,Sess03_script02_F008,surprise,3.3,4,surprise,2,4,surprise,2,5,surprise,4,4,surprise,3,4,happy,5,4,surprise,4,4,surprise,4,5,surprise,2,4,neutral,3,3,surprise,4,3
71,75.961,81.645,0.05061065,-0.01084514,4.320676,4.405249,31.01,30.99,Sess03_script02_M009,surprise,2.8,3.6,surprise,2,3,surprise,2,3,neutral,3,3,surprise,3,4,surprise,4,5,neutral,2,3,surprise,2,4,surprise,2,4,surprise,4,4,surprise,4,3
72,81.645,86.199,-0.01084514,-0.06145579,4.405249,4.503917,30.99,31.01,Sess03_script02_F009,neutral,2.6,3.3,angry,2,3,surprise,2,3,neutral,3,3,surprise,3,4,happy,4,4,neutral,2,3,neutral,3,3,surprise,2,4,neutral,2,3,neutral,3,3
73,86.199,90.933,-0.06145579,-0.3651197,4.503917,4.510324,31.01,30.99,Sess03_script02_M010,surprise,3.1,3.2,surprise,3,3,surprise,2,3,neutral,3,3,surprise,3,3,happy,4,4,surprise,3,3,surprise,3,3,surprise,3,4,surprise,3,3,neutral,4,3
74,90.933,94.483,-0.3651197,-0.1771373,4.510324,5.345979,30.99,30.99,Sess03_script02_M011,neutral,3.3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3
75,94.483,98.583,-0.1771373,-0.1482169,5.345979,4.90334,30.99,30.97,Sess03_script02_F010,neutral,3.1,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
76,98.583,101.321,-0.1482169,-0.07230093,4.90334,4.793139,30.97,31.13,Sess03_script02_F011,neutral,3.2,3,neutral,4,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
77,101.321,108.851,-0.07230093,-0.2494382,4.793139,4.820049,31.13,31.11,Sess03_script02_M012,neutral,3.6,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,surprise,3,3,happy,4,3,neutral,4,3,neutral,3,3
78,108.851,123.696,-0.2494382,-0.03976551,4.820049,5.422863,31.11,31.19,Sess03_script02_M013,happy,3.9,3.2,happy,4,3,happy,4,3,neutral,3,3,neutral,4,3,happy,5,4,neutral,4,4,happy,4,3,happy,4,3,neutral,3,3,happy,4,3
79,123.696,125.289,-0.03976551,-0.1192965,5.422863,5.284471,31.19,31.21,Sess03_script02_F012,neutral;happy,3.9,3.2,happy,4,3,happy,3,3,neutral,3,3,neutral,5,3,happy,5,4,neutral,4,4,happy,4,3,happy,4,3,neutral,3,3,neutral,4,3
80,125.289,131.325,-0.1192965,-0.1156815,5.284471,4.727787,31.21,31.25,Sess03_script02_M014,happy,4,3.4,happy,4,3,happy,4,4,happy,3,3,happy,4,3,happy,5,4,neutral,4,4,happy,4,3,happy,4,4,happy,4,3,happy,4,3
81,131.325,135.338,-0.1156815,-0.1048364,4.727787,5.205753,31.25,31.31,Sess03_script02_F013,neutral,3.5,3.2,surprise,3,3,surprise,3,3,neutral,3,3,neutral,3,3,happy,5,4,surprise,4,4,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3
82,135.338,138.862,-0.1048364,-0.03615047,5.205753,5.242914,31.31,31.31,Sess03_script02_M015,surprise,3.8,3.5,surprise,4,4,happy,4,4,happy,3,3,surprise,4,3,happy,5,4,surprise,3,4,surprise,4,3,surprise,4,4,surprise,3,3,happy,4,3
83,138.862,141.019,-0.03615047,-0.1012213,5.242914,5.274949,31.31,31.33,Sess03_script02_F014,neutral,3.4,3.1,happy,3,3,happy,3,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3
84,141.019,143.851,-0.1012213,-0.1084514,5.274949,5.278793,31.33,31.27,Sess03_script02_F015,neutral,3.6,3.1,happy,3,3,happy,4,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3
85,143.851,145.958,-0.1084514,-0.1771373,5.278793,5.15834,31.27,31.33,Sess03_script02_M016,happy,4.1,3.1,happy,4,3,happy,5,3,happy,3,3,neutral,4,3,happy,5,4,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3,happy,4,3
86,145.958,155.291,-0.1771373,-0.3325843,5.15834,5.159622,31.33,31.47,Sess03_script02_F016,neutral,3,3.1,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,happy,5,4,sad,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
87,155.291,158.615,-0.3325843,-0.1446019,5.159622,4.09832,31.47,31.47,Sess03_script02_M017,neutral,3.1,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
88,158.615,159.846,-0.1446019,-0.1337567,4.09832,4.261058,31.47,31.47,Sess03_script02_F017,neutral,3.1,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
89,159.846,169.228,-0.1337567,-0.3325843,4.261058,3.854852,31.47,31.45,Sess03_script02_M018,neutral,3.4,2.9,neutral,4,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,4,neutral,4,3
90,169.228,170.893,-0.3325843,-0.5097215,3.854852,3.965053,31.45,31.41,Sess03_script02_F018,neutral,3.3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3
91,170.893,173.994,-0.5097215,-0.09037616,3.965053,4.341178,31.41,31.37,Sess03_script02_M019,neutral,3.7,3.1,neutral,4,3,happy,3,3,neutral,3,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3
92,173.994,177.022,-0.09037616,-0.003615046,4.341178,4.660249,31.37,31.51,Sess03_script02_F019,neutral,3.2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
93,177.022,183.885,-0.003615046,-0.09760625,4.660249,4.694847,31.51,31.57,Sess03_script02_F020,neutral,3.3,3,fear,4,3,happy,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
94,183.885,185.9,-0.09760625,-0.05061065,4.694847,4.769169,31.57,31.55,Sess03_script02_M020,neutral,3.1,2.9,fear,3,3,neutral,2,2,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3
95,185.9,194.756,-0.05061065,0.01446019,4.769169,4.885777,31.55,31.51,Sess03_script02_F021,neutral,3.1,3,neutral,3,3,sad,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3
96,194.756,211.297,0.01446019,0.02169028,4.885777,3.851758,31.51,31.55,Sess03_script02_M021,sad,2.2,2.7,sad,2,3,sad,2,2,sad,3,2,sad,2,3,sad,3,2,sad,2,3,sad,2,3,sad,2,3,sad,2,3,sad,2,3
97,211.297,217.752,0.02169028,-0.1084514,3.851758,4.736757,31.55,31.47,Sess03_script02_F022,sad;surprise,2.5,2.7,surprise,2,3,sad,3,2,surprise,3,3,sad,2,3,sad,3,2,neutral,3,2,neutral,2,3,sad,2,3,surprise,3,3,surprise,2,3
