Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
10,58.493,59.715,-0.03615047,-0.09760625,3.652609,4.162641,33.89,33.91,Sess02_script01_M005,neutral,2.9,2.9,neutral,3,2,fear,2,3,neutral,3,3,neutral,3,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
11,59.715,62.257,-0.09760625,0.03976551,4.162641,3.373995,33.91,33.93,Sess02_script01_F006,neutral,3,3.1,surprise,3,3,neutral,3,3,neutral,3,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
12,62.257,68.991,0.03976551,0.04338056,3.373995,3.158706,33.93,33.87,Sess02_script01_M006,surprise,3,4,surprise,3,5,fear,4,4,surprise,3,4,surprise,3,3,surprise,4,4,surprise,3,4,surprise,3,4,surprise,2,4,surprise,3,4,surprise,2,4
13,68.991,71.303,0.04338056,-0.07953102,3.158706,3.125387,33.87,33.87,Sess02_script01_M007,happy,3.9,3.4,happy,4,4,happy,4,4,happy,4,3,neutral,3,3,happy,4,4,neutral,4,3,happy,4,3,happy,4,4,happy,4,3,happy,4,3
14,71.303,73.533,-0.07953102,-0.02530533,3.125387,3.11898,33.87,33.87,Sess02_script01_F007,happy,3.6,3.3,happy,4,3,happy,4,4,happy,3,3,neutral,3,3,happy,4,4,neutral,4,3,neutral,3,3,happy,4,4,happy,4,3,neutral,3,3
15,73.533,74.634,-0.02530533,-0.07953102,3.11898,3.070283,33.87,33.84,Sess02_script01_M008,neutral,3.8,3.2,happy,4,4,neutral,4,3,happy,3,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3
16,74.634,81.206,-0.07953102,-0.06868588,3.070283,2.923302,33.84,33.84,Sess02_script01_F008,surprise,3.7,4.1,surprise,5,4,surprise,4,5,surprise,3,4,surprise,3,4,surprise,4,4,surprise,4,4,surprise,3,4,surprise,4,5,surprise,3,3,surprise,4,4
17,81.206,85.85,-0.06868588,0,2.923302,2.997628,33.84,33.84,Sess02_script01_M009,happy;surprise,3.7,4,happy,4,4,surprise,3,4,surprise,3,4,surprise,4,4,happy,4,4,surprise,4,4,happy,2,4,surprise,4,5,happy,4,3,happy,5,4
18,85.85,89.52,0,-0.08676112,2.997628,3.155251,33.84,33.87,Sess02_script01_F009,happy,4.4,4,happy,4,3,happy,4,5,happy,4,4,surprise,4,4,happy,5,4,surprise,5,5,happy,4,4,happy,4,4,happy,5,3,happy,5,4
19,89.52,96.712,-0.08676112,-0.01084514,3.155251,3.371432,33.87,33.79,Sess02_script01_M010,happy,4.1,3.8,happy,4,4,happy,4,4,happy,4,4,surprise,4,4,surprise,4,4,surprise,5,4,happy,4,3,happy,4,4,happy,4,3,happy,4,4
20,96.712,100.575,-0.01084514,-0.0542257,3.371432,3.156143,33.79,33.77,Sess02_script01_M011,neutral,3.5,3.2,surprise,3,4,happy,3,3,neutral,4,3,surprise,3,3,happy,3,3,neutral,4,3,neutral,4,3,neutral,4,4,neutral,3,3,neutral,4,3
21,100.575,103.627,-0.0542257,-0.07953102,3.156143,3.181772,33.77,33.77,Sess02_script01_F010,neutral,3.1,3,sad,3,2,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
22,103.627,107.087,-0.07953102,-0.07591598,3.181772,2.984424,33.77,33.77,Sess02_script01_F011,neutral,3.1,3.2,sad,4,3,sad,3,4,neutral,3,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
23,107.087,115.041,-0.07591598,-0.02169028,2.984424,3.208684,33.77,33.75,Sess02_script01_M012,neutral,3.4,3.2,happy,3,4,surprise,4,3,neutral,3,3,neutral,3,3,happy,4,3,surprise,3,4,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3
24,115.041,137.299,-0.02169028,0.08314607,3.208684,3.810982,33.75,33.65,Sess02_script01_M013,happy,3.8,3.2,happy,4,3,sad,2,2,happy,3,3,happy,5,3,happy,4,3,happy,4,4,happy,4,3,happy,4,4,happy,4,4,happy,4,3
25,137.299,139.246,0.08314607,-0.06145579,3.810982,3.855834,33.65,33.65,Sess02_script01_F012,neutral,3.5,3.1,neutral,3,3,neutral,2,2,neutral,3,3,happy,4,3,happy,4,3,happy,4,4,neutral,3,3,neutral,4,4,neutral,4,3,neutral,4,3
26,139.246,146.37,-0.06145579,-0.08676112,3.855834,4.15367,33.65,33.61,Sess02_script01_M014,happy,4,3.1,happy,4,2,happy,4,3,happy,4,3,happy,4,3,happy,4,3,happy,4,4,happy,4,3,happy,4,4,happy,4,3,happy,4,3
27,146.37,148.794,-0.08676112,0.007230093,4.15367,3.579565,33.61,33.61,Sess02_script01_F013,neutral,3.4,3.1,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,3,surprise,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
28,148.794,155.475,0.007230093,0.3470445,3.579565,3.307748,33.61,33.61,Sess02_script01_M015,happy,4,3.6,happy,4,4,happy,4,4,happy,3,4,neutral,4,3,happy,4,4,surprise,5,4,happy,4,3,surprise,4,4,happy,4,3,happy,4,3
29,155.475,157.893,0.3470445,0.07591598,3.307748,3.351318,33.61,33.61,Sess02_script01_F014,happy,3.6,3.3,happy,3,3,happy,4,4,happy,3,3,neutral,3,3,happy,4,3,happy,4,4,neutral,3,3,happy,4,4,happy,4,3,happy,4,3
30,157.893,161.07,0.07591598,0.003615046,3.351318,2.157666,33.61,33.65,Sess02_script01_F015,surprise,3,3.5,surprise,2,4,surprise,3,4,surprise,3,4,surprise,3,3,surprise,4,3,surprise,3,4,surprise,3,3,surprise,3,4,surprise,4,3,surprise,2,3
31,161.07,162.904,0.003615046,-0.07230093,2.157666,3.102121,33.65,33.65,Sess02_script01_M016,surprise,3.5,3.1,happy,4,3,surprise,4,3,surprise,3,3,surprise,3,3,surprise,4,3,neutral,4,3,happy,4,3,surprise,3,4,surprise,3,3,happy,3,3
32,162.904,170.982,-0.07230093,0.003615046,3.102121,2.90221,33.65,33.63,Sess02_script01_F016,neutral,2.5,3,sad,2,3,sad,3,3,neutral,3,3,sad,1,3,neutral,3,3,sad,3,2,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,3
33,170.982,176.39,0.003615046,-0.09760625,2.90221,2.889395,33.63,33.63,Sess02_script01_M017,neutral,2.6,2.8,neutral,2,3,neutral,3,2,neutral,3,2,neutral,1,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3
34,176.39,177.939,-0.09760625,-0.03253542,2.889395,2.921432,33.63,33.63,Sess02_script01_F017,neutral,2.6,2.9,sad,2,2,sad,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,sad,3,3,neutral,3,3,neutral,2,3
35,177.939,185.321,-0.03253542,0.01446019,2.921432,2.875887,33.63,33.63,Sess02_script01_M018,neutral,3.4,3.1,neutral,4,2,happy,3,4,neutral,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3
36,185.321,186.857,0.01446019,0.01446019,2.875887,2.019266,33.63,33.59,Sess02_script01_F018,neutral,3.1,3,neutral,3,3,sad,2,2,neutral,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3
37,186.857,189.099,0.01446019,0.003615046,2.019266,1.947503,33.59,33.57,Sess02_script01_M019,neutral,3.2,3.3,happy,3,4,sad,3,2,happy,3,3,neutral,3,3,neutral,3,4,neutral,4,4,neutral,3,3,neutral,3,4,neutral,3,3,neutral,4,3
38,189.099,193.367,0.003615046,-0.05784074,1.947503,1.912611,33.57,33.55,Sess02_script01_F019,neutral,2.9,2.9,neutral,3,3,sad,3,2,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3
39,193.367,197.845,-0.05784074,-0.01807523,1.912611,1.922863,33.55,33.57,Sess02_script01_F020,neutral,3.2,3.3,neutral,2,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,3,3,neutral,4,4,neutral,4,3,neutral,2,3
40,197.845,202.519,-0.01807523,0,1.922863,2.007441,33.57,33.55,Sess02_script01_M020,neutral,2.8,3,neutral,2,3,sad,3,2,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,2,neutral,3,3,neutral,3,4,neutral,3,3,neutral,2,3
41,202.519,206.281,0,-0.08676112,2.007441,2.048448,33.55,33.55,Sess02_script01_F021,neutral,2.7,3,neutral,3,3,sad,2,2,neutral,3,3,neutral,3,2,neutral,3,4,neutral,3,3,neutral,2,3,neutral,3,4,neutral,3,3,neutral,2,3
42,206.281,225.94,-0.08676112,-0.01084514,2.048448,2.190693,33.55,33.53,Sess02_script01_M021,sad,1.8,2.3,sad,1,2,sad,2,2,sad,2,2,sad,2,2,sad,2,4,sad,1,1,sad,2,3,sad,2,3,sad,3,2,sad,1,2
43,225.94,231.093,-0.01084514,0.003615046,2.190693,2.553646,33.53,33.53,Sess02_script01_F022,sad,2.3,2.5,sad,2,3,sad,3,2,sad,3,2,sad,2,2,sad,2,3,sad,2,2,neutral,2,3,sad,2,3,neutral,3,3,sad,2,2
44,231.093,237.449,0.003615046,-0.003615046,2.553646,2.875298,33.53,33.55,Sess02_script01_M022,sad,3,3.3,sad,2,4,sad,3,4,neutral,3,4,sad,2,2,sad,4,3,sad,2,2,neutral,4,3,sad,4,4,neutral,4,3,sad,2,4
45,237.449,248.007,-0.003615046,-0.03253542,2.875298,3.12795,33.55,33.57,Sess02_script01_F023,sad,2.3,2.6,sad,2,2,sad,1,2,neutral,2,2,sad,2,2,sad,4,3,sad,2,2,neutral,3,3,sad,2,4,neutral,3,3,sad,2,3
46,248.007,272.756,-0.03253542,0.307279,3.12795,3.328252,33.57,33.55,Sess02_script01_M023,neutral;sad,2.8,3,happy,4,3,happy,4,4,neutral,3,3,sad,2,3,neutral,2,4,sad,2,1,neutral,4,3,sad,2,4,neutral,4,3,sad,1,2
47,272.756,276.848,0.307279,0.02169028,3.328252,3.342348,33.55,33.55,Sess02_script01_F024,sad,2.6,2.8,sad,3,3,sad,3,3,neutral,3,3,sad,2,3,neutral,4,3,sad,1,1,neutral,3,3,sad,2,4,neutral,3,3,sad,2,2
48,276.848,288.928,0.02169028,-0.03976551,3.342348,3.458573,33.55,33.55,Sess02_script01_M024,sad,2.6,2.9,sad,2,4,sad,3,3,neutral,3,3,sad,1,3,sad,4,3,sad,1,1,neutral,4,3,sad,2,4,neutral,4,3,sad,2,2
49,288.928,293.543,-0.03976551,0,3.458573,3.341958,33.55,33.57,Sess02_script01_F025,surprise,2,3.5,surprise,1,4,surprise,2,4,surprise,3,4,surprise,1,4,surprise,3,4,surprise,1,1,surprise,3,3,surprise,2,4,surprise,3,3,surprise,1,4
50,293.543,297.47,0,0.02169028,3.341958,3.688491,33.57,33.59,Sess02_script01_M025,surprise,1.9,3.9,surprise,1,5,surprise,2,5,surprise,3,4,surprise,1,4,surprise,2,4,surprise,1,1,surprise,3,4,surprise,2,4,surprise,3,4,surprise,1,4
51,297.47,301.559,0.02169028,0.01807523,3.688491,3.494987,33.59,33.57,Sess02_script01_F026,surprise,2.1,3.2,surprise,2,2,sad,3,4,surprise,3,4,surprise,1,4,surprise,2,4,sad,1,1,sad,2,3,surprise,2,4,neutral,3,3,surprise,2,3
52,301.559,303.867,0.01807523,0.01446019,3.494987,3.47192,33.57,33.57,Sess02_script01_M026,surprise,1.8,4.1,surprise,1,5,surprise,2,4,surprise,3,4,surprise,1,5,surprise,2,5,surprise,1,1,surprise,2,5,surprise,2,4,surprise,3,4,surprise,1,4
53,303.867,304.962,0.01446019,0.06145579,3.47192,3.474483,33.57,33.59,Sess02_script01_F027,surprise,2.1,3.3,surprise,2,3,surprise,3,3,surprise,3,4,surprise,1,5,sad,2,4,sad,1,1,surprise,2,3,surprise,2,4,neutral,3,3,surprise,2,3
54,304.962,309.654,0.06145579,-0.01807523,3.474483,3.464231,33.59,33.57,Sess02_script01_F028,happy,3.5,3.5,happy,3,3,happy,4,3,happy,3,3,surprise,5,5,surprise,2,4,happy,4,4,neutral,3,3,happy,4,4,neutral,3,3,happy,4,3
55,309.654,312.837,-0.01807523,-0.0469956,3.464231,3.475764,33.57,33.57,Sess02_script01_M027,happy,4.5,4.1,happy,4,4,happy,5,4,happy,4,3,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,4,4,happy,4,3,happy,5,4
56,312.837,319.753,-0.0469956,-0.01446019,3.475764,3.487298,33.57,33.57,Sess02_script01_F029,happy,4,3.7,surprise,3,3,happy,4,4,surprise,3,3,happy,5,4,happy,4,4,happy,5,5,neutral,3,3,happy,4,4,neutral,4,3,happy,5,4
57,319.753,321.325,-0.01446019,0.01807523,3.487298,3.505239,33.57,33.59,Sess02_script01_M028,neutral,3.4,3.3,surprise,3,2,surprise,3,3,neutral,3,3,happy,4,4,neutral,4,3,neutral,5,5,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
58,321.325,329.707,0.01807523,-0.02530533,3.505239,3.607757,33.59,33.57,Sess02_script01_F030,surprise,3.5,3.7,sad,2,2,sad,2,3,surprise,3,4,surprise,4,4,happy,3,4,surprise,5,5,surprise,4,5,surprise,4,4,surprise,4,3,surprise,4,3
59,329.707,335.081,-0.02530533,-0.08314607,3.607757,3.547528,33.57,33.55,Sess02_script01_M029,surprise,3.1,3.6,surprise,2,2,surprise,3,3,surprise,3,4,surprise,4,4,surprise,3,4,surprise,5,5,surprise,3,4,surprise,2,4,surprise,3,3,surprise,3,3
60,335.081,343.033,-0.08314607,0.01807523,3.547528,3.441914,33.55,33.61,Sess02_script01_F031,surprise,3,3.3,sad,2,1,sad,2,3,surprise,3,4,sad,4,4,surprise,3,3,surprise,5,5,surprise,3,3,surprise,2,4,neutral,3,3,neutral,3,3
61,343.033,345.917,0.01807523,0.02169028,3.441914,3.480359,33.61,33.59,Sess02_script01_M030,sad,2.8,3.1,sad,2,2,sad,3,2,surprise,3,3,sad,4,4,sad,3,3,sad,4,4,surprise,2,3,surprise,2,4,neutral,3,3,neutral,2,3
62,345.917,355.954,0.02169028,0.1879824,3.480359,3.536744,33.59,33.63,Sess02_script01_F032,happy,2.9,3.2,sad,2,2,happy,4,3,happy,3,3,happy,4,4,sad,2,3,happy,4,4,neutral,3,3,neutral,2,4,neutral,3,3,sad,2,3
63,355.954,358.491,0.1879824,-0.02530533,3.536744,3.499581,33.63,33.63,Sess02_script01_M031,happy,4.1,3.4,happy,3,2,happy,4,3,happy,3,3,happy,5,4,happy,4,4,happy,5,5,happy,5,3,happy,4,4,happy,4,3,happy,4,3
64,358.491,364.815,-0.02530533,-0.0469956,3.499581,3.467544,33.63,33.66,Sess02_script01_F033,happy,3.8,3.6,neutral,3,3,happy,4,4,neutral,3,3,happy,5,4,happy,4,4,happy,5,5,neutral,3,3,happy,4,4,neutral,3,3,happy,4,3
65,364.815,377,-0.0469956,0.01807523,3.467544,3.539307,33.66,33.68,Sess02_script01_M032,happy,4.7,4.6,happy,5,5,happy,5,5,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,4,5,happy,4,5,happy,5,4
66,4.489,15.606,-0.003615046,-0.1192965,2.755428,3.490611,33.45,33.49,Sess02_script02_M001,happy,4.6,4.4,happy,5,5,happy,4,5,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,4,happy,4,4,happy,5,4
67,15.606,17.081,-0.1192965,-0.03253542,3.490611,4.376648,33.49,33.5,Sess02_script02_F001,happy,4.5,4.1,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,5,4,happy,4,3,happy,5,4
68,17.081,29.165,-0.03253542,-0.06145579,4.376648,4.214573,33.5,33.5,Sess02_script02_M002,happy,4.7,4.3,happy,5,5,happy,5,5,happy,4,4,happy,5,4,happy,5,5,surprise,5,5,happy,4,4,happy,5,4,happy,4,3,happy,5,4
69,29.165,30.547,-0.06145579,0.0469956,4.214573,3.732061,33.5,33.47,Sess02_script02_F002,happy,3.7,3.5,happy,3,4,happy,4,4,happy,4,3,happy,5,4,happy,4,4,neutral,3,3,neutral,3,3,happy,4,4,neutral,3,3,neutral,4,3
70,30.547,34.796,0.0469956,-0.02530533,3.732061,4.020396,33.47,33.49,Sess02_script02_M003,happy,4.1,3.7,happy,4,4,happy,3,4,happy,4,3,happy,5,4,happy,5,4,surprise,4,4,happy,4,3,happy,4,4,happy,4,3,happy,4,4
71,34.796,38.981,-0.02530533,-0.234978,4.020396,3.513677,33.49,33.49,Sess02_script02_F003,neutral;happy,3.8,3.3,happy,4,3,neutral,4,4,neutral,4,3,happy,5,3,happy,4,4,neutral,3,3,neutral,3,3,happy,4,4,neutral,3,3,happy,4,3
72,38.981,51.644,-0.234978,-0.01084514,3.513677,2.736205,33.49,33.31,Sess02_script02_M004,happy,4.3,3.9,happy,4,4,happy,4,4,happy,4,3,happy,5,4,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,3,happy,4,4
73,51.644,52.502,-0.01084514,-0.007230093,2.736205,2.741331,33.31,33.33,Sess02_script02_F004,happy,4.3,3.8,happy,3,3,happy,4,4,happy,4,3,happy,5,4,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,3,happy,5,4
74,52.502,56.548,-0.007230093,0.06507084,2.741331,2.742613,33.33,33.37,Sess02_script02_M005,happy,4.1,3.8,happy,3,3,neutral,4,4,happy,4,3,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,4,4
75,56.548,57.757,0.06507084,-0.09399121,2.742613,2.732361,33.37,33.37,Sess02_script02_F005,happy,3.9,3.7,happy,3,3,neutral,3,4,neutral,4,3,happy,5,4,happy,5,5,happy,4,4,neutral,3,3,happy,4,4,happy,4,3,happy,4,4
76,57.757,64.949,-0.09399121,0.01446019,2.732361,3.028384,33.37,33.34,Sess02_script02_M006,neutral;happy;angry,3.6,3.6,happy,2,4,angry,2,3,neutral,4,3,happy,5,4,happy,4,4,neutral,4,4,disgust,3,3,angry,4,4,neutral,4,3,angry,4,4
77,64.949,83.805,0.01446019,0.003615046,3.028384,2.77465,33.34,33.39,Sess02_script02_M007,surprise,2.8,3,surprise,2,3,surprise,3,3,neutral,3,3,surprise,3,3,surprise,3,3,surprise,3,3,surprise,3,3,angry,2,3,neutral,3,3,surprise,3,3
78,83.805,89.889,0.003615046,0.003615046,2.77465,2.804124,33.39,33.37,Sess02_script02_F006,neutral,2.5,3.1,surprise,3,3,neutral,3,3,neutral,3,3,surprise,1,5,surprise,3,4,surprise,1,1,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
79,89.889,91.677,0.003615046,0.06145579,2.804124,2.807969,33.37,33.37,Sess02_script02_M008,surprise,1.7,4.2,surprise,2,5,surprise,2,5,surprise,2,4,surprise,1,5,surprise,2,5,surprise,1,1,surprise,2,4,surprise,2,4,surprise,2,4,surprise,1,5
80,91.677,95.992,0.06145579,0.01446019,2.807969,2.825909,33.37,33.37,Sess02_script02_F007,surprise,2,3.6,surprise,2,3,surprise,2,4,surprise,2,4,surprise,1,5,surprise,1,5,surprise,1,1,surprise,4,3,surprise,2,4,surprise,3,3,surprise,2,4
81,95.992,103.279,0.01446019,0.02530533,2.825909,2.837443,33.37,33.34,Sess02_script02_M009,surprise,2,3.6,surprise,2,4,fear,2,4,surprise,2,3,surprise,1,4,surprise,2,5,surprise,2,2,surprise,3,3,surprise,2,4,surprise,3,4,surprise,1,3
82,103.279,114.992,0.02530533,-0.003615046,2.837443,2.837443,33.34,33.33,Sess02_script02_F008,surprise,1.9,2.9,surprise,2,2,surprise,2,4,surprise,2,2,surprise,1,5,surprise,1,1,surprise,2,2,neutral,2,3,sad,2,4,neutral,3,3,surprise,2,3
83,114.992,126.468,-0.003615046,-0.05061065,2.837443,2.836161,33.33,33.33,Sess02_script02_M010,surprise,2,3.6,surprise,2,4,fear,2,4,surprise,2,4,surprise,1,5,surprise,1,2,surprise,2,2,surprise,3,4,fear,2,4,surprise,3,4,surprise,2,3
84,126.468,128.491,-0.05061065,-0.05061065,2.836161,2.832317,33.33,33.34,Sess02_script02_F009,surprise,2.1,3.1,surprise,3,3,neutral,2,3,surprise,3,4,surprise,1,5,surprise,1,1,surprise,2,2,neutral,2,3,fear,2,4,neutral,3,3,surprise,2,3
85,128.491,133.088,-0.05061065,0.07230093,2.832317,2.804124,33.34,33.33,Sess02_script02_M011,surprise,2.1,3.2,angry,2,4,sad,3,4,surprise,2,4,surprise,1,4,surprise,1,1,surprise,2,2,surprise,3,3,fear,2,4,surprise,3,3,surprise,2,3
86,133.088,137.523,0.07230093,0.01084514,2.804124,2.788746,33.33,33.31,Sess02_script02_F010,surprise,2,2.9,surprise,2,2,sad,2,4,neutral,2,3,surprise,1,4,surprise,1,1,sad,2,2,neutral,3,3,sad,2,4,neutral,3,3,surprise,2,3
87,137.523,142.877,0.01084514,0.02169028,2.788746,2.770805,33.31,33.31,Sess02_script02_M012,surprise,1.9,3.2,surprise,2,2,surprise,3,4,surprise,2,4,fear,1,4,surprise,1,2,sad,1,1,surprise,2,4,fear,2,4,neutral,3,3,surprise,2,4
88,142.877,146.073,0.02169028,0.07591598,2.770805,2.747739,33.31,33.33,Sess02_script02_F011,surprise,1.8,3.1,surprise,2,2,sad,2,4,surprise,2,4,surprise,1,5,fear,1,2,sad,1,1,surprise,2,3,sad,2,4,neutral,3,3,surprise,2,3
89,146.073,167.744,0.07591598,0.02892037,2.747739,3.054014,33.33,33.31,Sess02_script02_M013,angry,1.2,4.6,angry,1,5,angry,2,5,angry,1,5,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,2,5,angry,1,5,angry,1,5
90,167.744,170.141,0.02892037,-0.08676112,3.054014,2.937398,33.31,33.29,Sess02_script02_F012,angry,1.7,3.5,angry,2,4,angry,2,4,angry,2,4,sad,1,5,angry,1,2,angry,1,1,angry,3,3,angry,2,5,angry,2,3,angry,1,4
91,170.141,207.805,-0.08676112,0.4518808,2.937398,3.332096,33.29,33.33,Sess02_script02_M014,sad;fear,1.7,3.9,fear,5,4,fear,2,4,surprise,1,4,sad,1,5,sad,1,4,fear,1,1,neutral,2,4,angry,1,5,surprise,2,4,sad,1,4
92,207.805,210.903,0.4518808,-0.03253542,3.332096,3.420519,33.33,33.33,Sess02_script02_F013,sad,1.9,3.5,fear,2,4,sad,2,4,sad,2,3,sad,1,5,sad,1,4,fear,1,1,neutral,3,3,angry,2,4,neutral,3,3,sad,2,4
93,210.903,218.892,-0.03253542,-0.01807523,3.420519,0.881998,33.33,33.05,Sess02_script02_M015,angry,1.6,4.5,angry,3,4,angry,2,5,angry,2,5,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,2,5,angry,2,5,angry,1,5
94,218.892,226.495,-0.01807523,-0.06507084,0.881998,0.89225,33.05,32.99,Sess02_script02_F014,sad;angry;fear,2,3.7,fear,3,4,sad,3,4,fear,2,2,angry,1,5,sad,1,5,fear,1,1,angry,2,4,angry,2,5,neutral,3,3,sad,2,4
95,226.495,232.496,-0.06507084,-0.03976551,0.89225,0.71156,32.99,33.05,Sess02_script02_M016,angry,1.8,3.9,fear,2,4,sad,2,4,surprise,2,4,surprise,1,5,angry,1,4,angry,1,1,angry,2,4,angry,2,5,angry,3,4,sad,2,4
96,232.496,237.951,-0.03976551,-0.07591598,0.71156,0.664145,33.05,33.09,Sess02_script02_F015,surprise,1.9,3.4,surprise,3,3,sad,2,3,surprise,2,4,surprise,1,5,sad,1,4,angry,1,1,neutral,3,3,angry,2,5,neutral,2,3,surprise,2,3
97,237.951,257.446,-0.07591598,0.01084514,0.664145,0.992206,33.09,33.23,Sess02_script02_M017,surprise,1.7,3.3,surprise,2,3,surprise,2,3,surprise,2,3,surprise,1,5,angry,1,2,surprise,1,1,surprise,2,3,surprise,2,5,surprise,2,4,surprise,2,4
